% Model:              ex_vivo_config_full_model_small.mph
% Version:            COMSOL 6.1.0.346
% Date:               Mar 13 2024, 15:10
% Dimension:          3
% Nodes:              10685
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (V)
-38.493143709941236       109.27140044161803       124.17035832808814       0
-35.22514014246097        138.1033430819502        125.13668327850144       0
7.276079587660738E-15     128.82739729898657       130                      0
-18.322464707417154       112.85953709799068       98.76847863670622        7.493642071610028E-4
3.6296184461741E-15       109.27616760524226       65                       0.002960672619478182
-14.304901448347488       114.8167206117156        63.40638607075052        0.0023781353811364423
-4.5727571549990325       95.04434970425665        79.5706155364094         0.0020989267741261483
-11.692170442279197       120.35051884911269       76.76798119175405        0.001457116622830701
-16.329006373967857       100.54224217667026       62.91552710451466        0.0032229440139176857
2.7585734936506364E-15    95.05092399818892        65                       0.0038826224696355714
-30.05706237128858        105.44513099054547       78.5054396397226         0.001410441697545398
-72.71575203326418        127.52249182249977       107.76093636488521       0
-48.68176719742353        128.7612459112499        83.95318586445909        5.491612671270018E-4
-49.9204744931523         169.99999999999994       120.03289132276284       0
-18.401435269748756       139.63689201171505       90.18573975311797        5.510203585367101E-4
9.797174393178824E-15     169.99999999999997       130                      0
18.340714623174147        146.55329449311645       128.69972100634595       0
-24.647782361582884       130.00000000000003       60.14543536403299        0.0013466076882189858
-31.493334322885516       121.78898326148276       73.67978596760481        0.0011872296789338088
-52.69986750534241        169.99999999999997       76.88824407163881        0
-91.92382103847245        169.99999999999997       91.9239420699899         0
-78.46730940893524        128.745390664939         78.0825504651338         2.572086030884348E-4
4.898587196589412E-15     130                      65                       0.0014861947457101867
-12.563605181198204       139.95358191320872       68.1345794769206         0.0010086014309655283
-7.559341674163328        130                      45.02010022518351        0.002567064177755825
-16.746706763430726       82.93632006252498        106.84374634077948       6.149875079750397E-4
4.886029094821371E-15     89.79491063420433        130                      0
19.537314654515487        137.2820783236694        96.86043995283876        4.7426436933813436E-4
7.825959872430502         108.10333645127209       103.49515024592621       7.117362328542658E-4
37.73978877264417         123.47692438264646       124.40140008615741       0
49.92059979828632         169.99999999999997       120.03283921198152       0
9.373973118196588         88.33195933721757        64.32051482986846        0.003934603482509327
13.474855066116202        101.3870552830009        74.9078265191551         0.002230013648739743
1.9339661711533896E-15    81.5840644420888         65                       0.0038933379690190306
13.202429300050145        114.42163655821682       63.64507726900153        0.0024933824295069605
13.832867004675544        122.01915060039813       78.83468563368149        0.0013199354181351068
13.537167512157838        99.62442791578226        63.5747205715273         0.003495415592286257
26.61407534007482         98.5436987923066         70.4334814344847         0.0021788667011620323
24.96029989914316         130                      60.01641960599076        0.001403530124863407
27.839658945492484        113.54280077410404       80.73130786374206        0.0012640528705200544
-49.167533963292534       76.59711074833893        120.34348176768226       0
-27.570002680475255       86.2861696987998         92.61278369014275        0.0010062998701517655
-108.55977366384366       129.9365790147565        71.51765895256244        0
-8.551380220022244        75.52689481259154        73.90884700222243        0.002400796440524967
-14.578361768901216       85.25773984735301        63.34407129428167        0.003605580859606875
-33.52381688125238        50.734482125826126       125.60315960083275       0
-96.15465618304239        92.30335262503957        87.48875410200392        0
2.510169126452512E-15     50.9941728210973         130                      0
-13.345433690999197       68.41679378518734        93.59213357891909        0.0010169981468646772
4.715738264247293         73.14631933457126        78.05468518124137        0.0020609988982972383
-29.647338221141283       79.24431423304571        74.31106442323419        0.0017602630255175442
-35.89343350597989        63.29855537416945        90.64038821624142        7.712141799414848E-4
-11.670627371853339       67.13888801955586        63.94369755298287        0.002800012263104175
1.0797277728596426E-15    67.63329269486337        65                       0.003001561406755567
-7.350812554689074        60.0598258193771         79.371439281106          0.0015173077747600511
13.378049613972793        77.93544386356147        63.60839400995817        0.0035555475186391425
18.488091258690847        85.3290965646761         72.02225357078137        0.0025247046979192116
-120.03283921010483       169.99999999999994       49.92059980279904        0
-75.0818671054416         169.99999999999997       50.10113444755675        0
-84.21886678460629        129.96828950737824       48.404164565382416       4.047312687385507E-4
-125.09359669054358       135.06414785153575       35.37784712250907        0
-70.80369861109553        111.15167631251977       66.97715194049115        6.159496038351252E-4
-48.373409760722915       92.27649519173139        84.54560041504503        8.553464823970561E-4
-68.02970767397886        91.74406409433242        110.77887377019582       0
-33.08373928255481        110.58253018043692       55.95056921143822        0.002138186570979923
-28.71711184746697        92.80892628913034        58.31232705989423        0.002900063481572002
-35.3467420559133         146.60179270400008       70.57351342195041        5.621663896421876E-4
-45.4527410391487         130                      46.465549778978385       0.0011125545958880069
-41.61102113524102        147.47050061125483       51.66482419487101        6.918737659824168E-4
-23.91981837204285        140.53792770765364       44.6351169202046         0.0014443353587192803
-25.463891188679238       130                      36.12848024529467        0.002322731228196242
-92.65083375114995        101.32172220070233       30.21362501909112        5.427022952556975E-4
-122.67737595136454       89.79723089818175        43.014665286243584       0
-108.26493203990157       143.36590900072395       -8.429034535771624       1.5117605211282644E-4
-96.24189941225391        136.6670992540511        19.987565014805398       2.986790783849917E-4
-130                      169.99999999999997       9.797174393178824E-15    0
-91.44244955972387        169.99999999999997       18.86177902109997        0
9.64562439500137          150                      78.31596476463918        5.339876002653699E-4
-17.556298684526904       169.99999999999997       85.78630034219186        0
19.291248790002737        169.99999999999997       91.63192952927831        0
6.869592781559881         144.850738961861         57.19997488484474        0.0011276038235491397
9.88142556629267          130                      45.05341004989617        0.002558385046337417
-86.52986407980312        169.99999999999997       -16.858069071543255      0
-120.03289131979079       169.99999999999997       -49.92047450029883       0
6.723355544116533         76.708517322868          97.03748268637824        0.001014422741087892
41.19624376531396         79.15063683262122        123.29991686789101       0
23.143377086192125        91.4548013938282         87.53457277217412        0.0013302645568477227
48.05090814180085         99.35005349547097        86.93419799979421        8.126550863432789E-4
48.031726484258066        136.55345803612508       79.15524445725974        5.39473509881675E-4
