% Model:              ex_vivo_config_full_model_small.mph
% Version:            COMSOL 6.1.0.346
% Date:               Mar 13 2024, 15:05
% Dimension:          3
% Nodes:              10685
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (V)
-38.493143709941236       109.27140044161803       124.17035832808814       0
-35.22514014246097        138.1033430819502        125.13668327850144       0
7.276079587660738E-15     128.82739729898657       130                      0
-18.322464707417154       112.85953709799068       98.76847863670622        8.876899371777917E-5
3.6296184461741E-15       109.27616760524226       65                       3.0975474480610365E-4
-14.304901448347488       114.8167206117156        63.40638607075052        2.64224793961875E-4
-4.5727571549990325       95.04434970425665        79.5706155364094         2.3634472207311545E-4
-11.692170442279197       120.35051884911269       76.76798119175405        1.661640868868855E-4
-16.329006373967857       100.54224217667026       62.91552710451466        3.5768157053925857E-4
2.7585734936506364E-15    95.05092399818892        65                       3.975309416131535E-4
-30.05706237128858        105.44513099054547       78.5054396397226         1.723418171120434E-4
-72.71575203326418        127.52249182249977       107.76093636488521       0
-48.68176719742353        128.7612459112499        83.95318586445909        6.991879968567468E-5
-49.9204744931523         169.99999999999994       120.03289132276284       0
-18.401435269748756       139.63689201171505       90.18573975311797        6.523422109135154E-5
9.797174393178824E-15     169.99999999999997       130                      0
18.340714623174147        146.55329449311645       128.69972100634595       0
-24.647782361582884       130.00000000000003       60.14543536403299        1.6273398868727607E-4
-31.493334322885516       121.78898326148276       73.67978596760481        1.443742366923202E-4
-52.69986750534241        169.99999999999997       76.88824407163881        0
-91.92382103847245        169.99999999999997       91.9239420699899         0
-78.46730940893524        128.745390664939         78.0825504651338         3.495613546975189E-5
4.898587196589412E-15     130                      65                       1.6950344106754628E-4
-12.563605181198204       139.95358191320872       68.1345794769206         1.1879258168725127E-4
-7.559341674163328        130                      45.02010022518351        3.0250298313384187E-4
-16.746706763430726       82.93632006252498        106.84374634077948       7.654023433376827E-5
4.886029094821371E-15     89.79491063420433        130                      0
19.537314654515487        137.2820783236694        96.86043995283876        5.6159837822926984E-5
7.825959872430502         108.10333645127209       103.49515024592621       8.350334908790563E-5
37.73978877264417         123.47692438264646       124.40140008615741       0
49.92059979828632         169.99999999999997       120.03283921198152       0
9.373973118196588         88.33195933721757        64.32051482986846        4.1946598541793204E-4
13.474855066116202        101.3870552830009        74.9078265191551         2.4986822339292524E-4
1.9339661711533896E-15    81.5840644420888         65                       4.223554293597318E-4
13.202429300050145        114.42163655821682       63.64507726900153        2.7227098231020103E-4
13.832867004675544        122.01915060039813       78.83468563368149        1.5147939020344585E-4
13.537167512157838        99.62442791578226        63.5747205715273         3.727094756211771E-4
26.61407534007482         98.5436987923066         70.4334814344847         2.6095291363654896E-4
24.96029989914316         130                      60.01641960599076        1.680138830728339E-4
27.839658945492484        113.54280077410404       80.73130786374206        1.509371525338769E-4
-49.167533963292534       76.59711074833893        120.34348176768226       0
-27.570002680475255       86.2861696987998         92.61278369014275        1.2657768561917922E-4
-108.55977366384366       129.9365790147565        71.51765895256244        0
-8.551380220022244        75.52689481259154        73.90884700222243        2.887669295518906E-4
-14.578361768901216       85.25773984735301        63.34407129428167        4.1021078883998047E-4
-33.52381688125238        50.734482125826126       125.60315960083275       0
-96.15465618304239        92.30335262503957        87.48875410200392        0
2.510169126452512E-15     50.9941728210973         130                      0
-13.345433690999197       68.41679378518734        93.59213357891909        1.3157221356418957E-4
4.715738264247293         73.14631933457126        78.05468518124137        2.5141123661809057E-4
-29.647338221141283       79.24431423304571        74.31106442323419        2.2986020392943014E-4
-35.89343350597989        63.29855537416945        90.64038821624142        1.0733225960696706E-4
-11.670627371853339       67.13888801955586        63.94369755298287        3.5927340280055887E-4
1.0797277728596426E-15    67.63329269486337        65                       3.6913049725100655E-4
-7.350812554689074        60.0598258193771         79.371439281106          2.0352663863514863E-4
13.378049613972793        77.93544386356147        63.60839400995817        4.148036720971188E-4
18.488091258690847        85.3290965646761         72.02225357078137        2.976604327018789E-4
-120.03283921010483       169.99999999999994       49.92059980279904        0
-75.0818671054416         169.99999999999997       50.10113444755675        0
-84.21886678460629        129.96828950737824       48.404164565382416       5.682013510205028E-5
-125.09359669054358       135.06414785153575       35.37784712250907        0
-70.80369861109553        111.15167631251977       66.97715194049115        8.677911489898692E-5
-48.373409760722915       92.27649519173139        84.54560041504503        1.1449534892665247E-4
-68.02970767397886        91.74406409433242        110.77887377019582       0
-33.08373928255481        110.58253018043692       55.95056921143822        2.730167077203525E-4
-28.71711184746697        92.80892628913034        58.31232705989423        3.7010586966238894E-4
-35.3467420559133         146.60179270400008       70.57351342195041        6.954066339192722E-5
-45.4527410391487         130                      46.465549778978385       1.4756305238595606E-4
-41.61102113524102        147.47050061125483       51.66482419487101        8.815351812644093E-5
-23.91981837204285        140.53792770765364       44.6351169202046         1.787198906776639E-4
-25.463891188679238       130                      36.12848024529467        2.950947271762178E-4
-92.65083375114995        101.32172220070233       30.21362501909112        8.07359638822685E-5
-122.67737595136454       89.79723089818175        43.014665286243584       0
-108.26493203990157       143.36590900072395       -8.429034535771624       1.8582990181476583E-5
-96.24189941225391        136.6670992540511        19.987565014805398       4.0351903483743224E-5
-130                      169.99999999999997       9.797174393178824E-15    0
-91.44244955972387        169.99999999999997       18.86177902109997        0
9.64562439500137          150                      78.31596476463918        6.294924232141433E-5
-17.556298684526904       169.99999999999997       85.78630034219186        0
19.291248790002737        169.99999999999997       91.63192952927831        0
6.869592781559881         144.850738961861         57.19997488484474        1.3349657970036284E-4
9.88142556629267          130                      45.05341004989617        3.017227340645464E-4
-86.52986407980312        169.99999999999997       -16.858069071543255      0
-120.03289131979079       169.99999999999997       -49.92047450029883       0
6.723355544116533         76.708517322868          97.03748268637824        1.2599088051424935E-4
41.19624376531396         79.15063683262122        123.29991686789101       0
23.143377086192125        91.4548013938282         87.53457277217412        1.616207076402224E-4
